date,datetime_utc,id,latitude,longitude,temperature_celsius,pressure_mb,wind_u,wind_v,NO2,CO,O3,AOD,sensor_name,building_density,road_density_km,industrial_presence,green_space_fraction,relative_humidity,wilaya,Prediction
2026-05-08,2026-05-08 00:00:00,1,35.337452,6.014056,16.437110519409202,869.0563037109375,0.7295099894205729,0.9279696146647135,6.653258762599767e-05,0.024085780200513936,0.13911624449269566,0.126,Unknown,0,29.78213340408536,0,1,52.86091524002241,Batna,10.953927993774414
2026-05-06,2026-05-06 00:00:00,1,36.505958,1.401213,-10272.15,-99.99,,,7.699138971645908e-05,0.029976196764004388,0.16437132842266206,0.5645,Unknown,299,41.49932221430206,0,0,100.0,Chlef,22.739578247070312
2026-05-08,2026-05-08 00:00:00,1,31.73137,-2.221694,24.279721196492517,913.9963037109375,-0.1534245808919271,4.851431528727214,6.353444329242424e-05,0.02903930331228713,0.14252740461324398,0.116,Unknown,0,50.72512901754831,0,0,18.04791220409433,Bechar,34.612735748291016
2026-05-07,2026-05-07 00:00:00,1,27.162714,-1.528017,29.629964447021507,972.6288671875,4.707210540771484,2.1483243306477866,5.8714509423424296e-05,,0.13937656841773904,,Unknown,0,0.0,0,0,29.657338027044077,Adrar,482.4056396484375
2026-05-08,2026-05-08 00:00:00,1,36.828824,4.971619,-10272.15,-99.99,,,7.700130451472326e-05,0.03159875031176052,0.14906634949840186,0.115,Unknown,793,47.26323025959142,1,0,100.0,Bejaia,9.180978775024414
2026-05-07,2026-05-07 00:00:00,1,36.190065,2.087176,15.712890879313193,973.7459505208333,0.4644126892089844,-0.016633351643880207,0.0001233224513374011,,0.15860173305278555,,Unknown,29,161.40216716607935,0,0,84.19430530967126,Ain-Defla,494.24188232421875
2026-05-06,2026-05-06 00:00:00,1,36.337315,6.676904,14.392678833007835,926.8351806640625,-1.0897502899169922,-0.1989616552988688,7.390070393777283e-05,0.028222107074505114,0.15078068819542015,,Unknown,2622,142.20567293689837,0,1,87.50587144242407,Constantine,34.50190734863281
2026-05-08,2026-05-08 00:00:00,1,34.919188,6.006627,21.290707524617517,924.0567203776042,0.026140848795572918,0.18749109903971353,6.467897263003056e-05,0.02632411649783554,0.13944365733726705,0.20099999999999998,Unknown,0,13.97681547413892,0,0,39.029364514059026,Biskra,17.294666290283203
2026-05-08,2026-05-08 00:00:00,1,36.483479,2.915771,15.692725753784202,960.4496370442707,-0.37660980224609375,-0.24565505981445312,7.036047957429634e-05,0.028485349053958588,0.14889485412114117,0.1535,Unknown,323,117.60073005272612,0,0,81.38843425052293,Blida,3.311727523803711
2026-05-06,2026-05-06 00:00:00,1,24.432546,8.811641,29.61745096842452,896.5468473307292,-0.6494019826253256,-1.230699936548869,5.096195926540534e-05,0.02496594186736915,0.12629837697679536,0.1535,Unknown,0,0.0,0,0,10.649425910839833,Djanet,25.693815231323242
2026-05-06,2026-05-06 00:00:00,1,34.784811,3.313203,15.982522583007835,881.2335139973958,0.7205117543538412,-1.1596957047780354,6.628600454842897e-05,0.028945344086160205,0.1484329925732001,0.088,Unknown,0,29.16170422038599,0,0,57.13386456062939,Djelfa,9.033605575561523
2026-05-08,2026-05-08 00:00:00,1,21.062749,1.122899,34.08660596211752,961.4175537109375,-3.6764551798502603,-3.757495880126953,4.764186650451282e-05,,0.1216703499499618,,Unknown,0,58.313286240020695,0,0,15.670482198547392,Bordj Baji Mokhtar,406.25628662109375
2026-05-06,2026-05-06 00:00:00,1,33.440229,0.797451,16.14471333821615,863.4739306640626,-0.019112269083658855,-3.302924871444702,5.762067290767288e-05,0.02908426896447751,0.14521356576947367,,Unknown,0,12.914845227066348,0,0,55.30765407348296,El Bayadh,22.749849319458008
2026-05-07,2026-05-07 00:00:00,1,36.776493,3.07038,-10272.15,-99.99,,,0.00013616480411038262,,0.15632635802376674,,Unknown,5088,326.22079496512896,5,1234,100.0,Alger,542.230712890625
2026-05-08,2026-05-08 00:00:00,1,36.072944,4.66996,16.417823410034202,904.3796370442708,-0.12274424235026042,0.6166496276855469,7.66034289071923e-05,0.026092104394256393,0.1450148305208629,0.17049999999999998,Unknown,917,90.58000708126629,1,0,63.64389715338192,Bordj Bou Arrer,7.775404930114746
2026-05-06,2026-05-06 00:00:00,1,33.929812,5.68569,27.37249654134115,996.1939306640625,-2.7925497690836587,-2.962959051132202,6.94254718914435e-05,,0.1455470784832413,0.11,Unknown,0,36.19440970841093,0,0,24.52649889995643,El M'Ghair,421.3749084472656
2026-05-07,2026-05-07 00:00:00,1,37.023449,7.48249,-10272.15,-99.99,,,5.6898535359068406e-05,,0.15151421020363193,,Unknown,0,0.0,0,0,100.0,Annaba,573.9574584960938
2026-05-08,2026-05-08 00:00:00,1,36.256023,3.785109,16.142432785034202,945.0333870442707,-0.46018727620442706,0.0696118672688802,6.408588038778921e-05,,0.145994752812537,0.132,Unknown,131,55.480204753679374,0,0,74.30724910991947,Bouira,426.6248779296875
2026-05-06,2026-05-06 00:00:00,1,30.796481,2.971874,27.68312479654952,953.1110139973957,4.721488316853841,0.8255337874094645,3.721852930711879e-05,,0.1349798033449441,0.11800000000000001,Unknown,0,0.0,0,0,19.68824647201177,El Menia,458.5129699707031
2026-05-07,2026-05-07 00:00:00,1,35.337452,6.014056,13.965332285563193,865.7159505208333,0.04880396525065104,1.1449877421061199,4.904988580306574e-05,,0.14690855331128724,,Unknown,0,29.78213340408536,0,1,72.90341392412371,Batna,474.8043212890625
2026-05-08,2026-05-08 00:00:00,1,36.860151,3.769201,17.017758305867517,997.3963037109374,-1.5223617553710938,-0.04114659627278646,6.485671537649601e-05,0.03342359586220853,0.15242706447497956,0.14700000000000002,Unknown,126,79.95551574629822,0,0,85.25080003027036,Boumerdes,-6.586801052093506
