pm25
0.5
4.8
211.1
714.1
29.8
9.8
22.0
17.9
3.6
5.9
78.1
23.0
16.4
4.0
14.8
0.5
2.1
6.3
3.6
6.8
4.6
5.3
2.6
67.2
7.6
10.7
1.1
0.5
3.7
8.0
0.7
21.5
4.7
1.4
2.8
183.4
31.7
0.8
0.6
10.0
22.7
196.1
492.5
1.9
1.3
33.3
6.4
0.5
0.5
4.2
3.6
2.5
26.3
59.3
41.0
2.7
1.1
4.1
0.5
9.6
1.5
4.3
1.1
0.6
0.9
0.7
2.2
2.2
17.1
64.0
15.8
13.1
2.4
2.4
9.5
1.1
13.6
1.2
1.4
3.8
1.9
32.2
1.9
1.2
2.8
23.8
38.7
2.4
34.5
21.4
42.4
10.7
0.9
0.9
13.9
14.6
32.5
29.2
28.0
17.6
1.7
3.2
1.2
6.1
1.0
7.0
1.0
1.2
10.1
2.9
33.3
28.3
7.0
15.2
0.5
19.0
35.1
7.7
12.1
2.2
54.3
19.4
4.3
49.7
64.2
6.7
31.8
49.1
27.1
27.2
30.2
39.0
40.1
9.3
12.1
22.3
33.6
25.4
44.0
31.9
19.6
11.7
13.6
5.0
6.5
4.5
5.1
7.0
15.5
1.4
28.1
46.6
26.9
8.3
2.2
8.4
9.4
7.7
4.1
15.8
9.5
34.4
5.1
29.8
33.5
4.8
1.8
4.3
4.3
6.7
5.3
18.7
21.1
9.0
7.5
6.5
22.6
8.4
8.7
11.2
10.4
5.8
84.9
34.1
2.0
2.0
2.9
2.3
41.8
63.0
41.8
63.0
1.3
1.9
3.1
1.3
3.7
1.9
1.9
2.0
3.9
2.9
2.7
2.7
5.0
0.5
6.3
7.8
0.8
2.1
228.2
2.7
1.0
5.4
1.1
12.6
1.7
5.0
3.0
3.3
6.6
4.5
8.4
3.1
1.6
2.3
1.6
1.6
5.8
1.9
6.7
4.2
2.3
4.9
5.5
7.1
9.8
8.0
7.3
3.7
4.2
13.2
11.5
45.9
13.4
14.9
12.1
2.3
3.1
9.9
19.6
13.7
220.0
1.6
14.5
42.2
5.7
1.7
19.7
0.8
10.7
20.8
1.9
5.0
3.6
13.6
1.3
2.2
4.6
1.2
2.6
2.7
11.5
22.1
32.1
3.2
6.0
50.5
27.5
2.5
0.5
2.3
8.5
23.7
2.8
34.2
50.7
8.0
3.4
15.4
23.3
18.9
1.8
9.9
0.5
1.4
0.5
0.5
3.0
5.8
75.1
8.4
2.3
54.5
43.5
29.1
15.9
39.4
15.8
49.7
70.3
4.7
6.0
8.3
11.7
5.4
7.5
4.4
7.1
6.6
29.6
9.8
7.7
14.2
19.5
5.4
5.7
0.5
60.2
9.1
18.7
0.6
6.3
6.3
31.1
10.5
1.9
1.1
4.7
2.0
3.0
1.6
4.2
0.5
2.8
15.3
12.9
3.7
6.1
5.0
2.9
5.5
6.8
10.0
554.7
1.9
0.5
10.5
1.3
5.3
8.9
45.8
12.5
0.5
1.7
23.4
2.4
1.8
5.1
5.1
5.0
9.4
0.5
5.1
10.9
2.2
0.5
6.0
1.8
44.1
17.9
1.9
1.0
4.8
4.8
0.5
0.5
5.4
2.1
28.7
0.5
0.5
2.1
2.0
1.8
0.7
4.2
10.5
6.3
8.3
11.4
30.8
12.9
10.0
17.4
22.7
1.5
2.1
46.6
6.4
3.1
1.7
21.0
17.2
2.7
19.4
1.3
9.0
2.9
12.9
7.7
40.0
2.0
13.2
7.3
4.0
6.3
221.9
27.3
11.9
33.9
60.7
2.5
28.8
32.5
13.1
23.2
7.1
28.4
15.2
15.4
31.2
9.8
29.6
7.5
1.8
6.7
1.9
62.5
2.1
36.8
39.7
33.9
1.2
1.3
30.9
13.4
6.4
12.5
22.9
171.7
2.9
15.7
7.5
0.5
12.9
17.2
0.5
9.2
9.0
25.8
3.9
6.4
14.2
4.4
2.0
0.5
0.5
10.2
3.2
7.5
4.0
0.9
3.9
6.0
3.4
33.2
5.4
4.2
2.2
4.1
4.5
4.1
0.5
10.3
2.0
4.6
7.2
440.2
11.1
18.1
6.0
39.8
4.2
6.2
1.5
8.0
3.4
4.6
18.6
4.0
1.9
27.0
6.2
1.0
2.0
39.4
244.7
1.8
4.9
0.5
5.4
0.7
10.8
0.7
5.9
1.7
3.0
3.2
2.3
12.4
2.2
35.8
22.6
32.9
10.1
15.2
6.6
3.1
0.8
42.9
33.2
17.1
8.3
2.7
13.7
40.3
19.3
1.0
1.5
2.0
4.2
7.6
4.0
21.7
2.8
27.7
0.5
5.0
29.3
8.7
31.7
18.3
17.4
18.7
17.2
20.8
11.6
4.8
15.1
13.5
47.2
1.7
2.8
46.3
